,article
13258,24048650
13259,19516034
13260,33898318
13261,19299323
13262,22238442
13263,31186011
13264,24996458
13265,32938301
13266,19089567
13267,21189338
13268,25210232
13269,27657046
13270,20493633
13271,10472976
13272,22275906
13273,21577109
13274,25120625
13275,27989583
13276,22956971
13277,29936825
13278,20921437
13279,22802583
13280,25496828
13281,32181273
13282,9581960
13283,1658170
13284,26149409
13285,28942464
13286,32121155
13287,19917863
13288,23240924
13289,32256919
13290,31288911
13291,21144684
13292,2012495
13293,29114973
13294,26317278
13295,16995114
13296,33426426
13297,31263601
13298,19436815
13299,3703294
13300,24110450
13301,8437796
13302,22411942
13303,23831416
13304,22359484
13305,16584489
13306,3822281
13307,12908574
13308,15223824
13309,27740609
13310,11145243
13311,7093931
13312,9546263
13313,25477972
13314,24057175
13315,5926609
13316,25868969
13317,28042129
13318,19484732
13319,27074370
13320,12376599
13321,19771594
13322,7676959
13323,29970498
13324,21243547
13325,17483538
13326,30427933
13327,27780363
13328,32519765
13329,22968130
13330,19505601
13331,2268951
13332,17596859
13333,11244533
13334,7251153
13335,21200183
13336,7556294
13337,25566067
13338,28898151
13339,1622959
13340,20928945
13341,17991853
13342,1593914
13343,33194301
13344,20707846
13345,7909656
13346,30456452
13347,24434129
13348,20658459
13349,18383687
13350,20580615
13351,25505894
13352,3652068
13353,18091060
13354,32503537
13355,24613272
13356,26541610
13357,32567422
13358,30508922
13359,34344201
13360,26562233
13361,28746032
13362,24037954
13363,18421053
13364,19620176
13365,29971402
13366,18454375
13367,33990226
13368,26402740
13369,32499912
13370,22817889
13371,26509821
13372,17874573
13373,22267595
13374,30559091
13375,14406535
13376,24062146
13377,23595212
13378,32623635
13379,19224838
13380,31799221
13381,32982795
13382,1547165
13383,18805738
13384,23548450
13385,32547625
13386,25270156
13387,11953618
13388,11090404
13389,26808342
13390,20664326
13391,9524971
13392,32635668
13393,24281584
13394,12740472
13395,30641918
13396,18078773
13397,14655928
13398,28292136
13399,26062517
13400,26519540
13401,19084853
13402,26964732
13403,24604288
13404,17652649
13405,26791950
13406,27958312
13407,29536801
13408,2947254
13409,22019070
13410,26073621
13411,30397633
13412,17434402
13413,20398648
13414,24970283
13415,34286099
13416,14434946
13417,21217616
13418,32250015
13419,24086089
13420,25522896
13421,10363058
13422,25693013
13423,1600655
13424,25008979
13425,29326612
13426,13370885
13427,20613639
13428,20662047
13429,20122161
13430,32849876
13431,23843416
13432,7064922
13433,16492262
13434,29478218
13435,34269901
13436,24365441
13437,21917602
13438,26811971
13439,34113754
13440,13725742
13441,8836060
13442,30408263
13443,23801822
13444,25482145
13445,26580448
13446,7790089
13447,26797807
13448,11495269
13449,14700674
13450,25234810
13451,1538334
13452,34141794
13453,20231190
13454,18040268
13455,30633224
13456,15771707
13457,24254136
13458,23232474
13459,21885526
13460,29390386
13461,29058165
13462,11141643
13463,17921013
13464,15711292
13465,18234631
13466,661383
13467,18094334
13468,6491026
13469,33802224
13470,18549932
13471,28435765
13472,16705109
13473,21423050
13474,24938285
13475,26037689
13476,993805
13477,28975823
13478,32293275
13479,24357026
13480,23526685
13481,32835280
13482,21679939
13483,20023450
13484,17515383
13485,25143861
13486,11072960
13487,16381184
13488,24842779
13489,29754428
13490,17208642
13491,12557186
13492,21109158
13493,14655167
13494,608620
13495,2014149
13496,33981903
13497,33655180
13498,26983833
13499,23696956
13500,34371949
13501,26782847
13502,24457239
13503,1776122
13504,22122756
13505,28687104
13506,34207423
13507,25454910
13508,25398374
13509,2380834
13510,19492728
13511,16697829
13512,27146701
13513,16704679
13514,15850749
13515,30541787
13516,23679182
13517,9669344
13518,30894132
13519,17364162
13520,31978945
13521,29206634
13522,23465418
13523,26996659
13524,25028075
13525,25079552
13526,18617862
13527,12021235
13528,19005182
13529,22988088
13530,20062579
13531,16088402
13532,3747335
13533,10639611
13534,11948792
13535,1626530
13536,23174357
13537,16110023
13538,32265235
13539,26300239
13540,12429589
13541,32011463
13542,31281951
13543,28675347
13544,30595937
13545,19731213
13546,22745277
13547,23504397
13548,25114898
13549,17133251
13550,10573222
13551,11740605
13552,24175298
13553,15653588
13554,30458719
13555,4746580
13556,30062544
13557,30135585
13558,15758137
13559,8126042
13560,17923598
13561,20154559
13562,22728937
13563,5858444
13564,21051008
13565,33477631
13566,16501984
13567,15891764
13568,33134604
13569,26298731
13570,10497633
13571,23769581
13572,18482862
13573,14558057
13574,9879050
13575,31689801
13576,22624614
13577,16492141
13578,21315441
13579,10556138
13580,32280973
13581,28886003
13582,26473137
13583,24576981
13584,34093392
13585,30891395
13586,34716432
13587,32165499
13588,26328201
13589,34795665
13590,18757870
13591,29388678
13592,34287582
13593,24441441
13594,10581038
13595,27376954
13596,34603993
13597,20609014
13598,16157048
13599,25324492
13600,2186643
13601,20697252
13602,34168997
13603,7817952
13604,27080997
13605,31500110
13606,28292569
13607,17057017
13608,19934295
13609,3760967
13610,11697585
13611,9692398
13612,10513904
13613,13434994
13614,21694720
13615,22469806
13616,27066585
13617,26698843
13618,23495172
13619,3466659
13620,24092390
13621,11245715
13622,20978903
13623,20532779
13624,1374079
13625,20369299
13626,15211406
13627,14986082
13628,28967406
13629,17586306
13630,20332653
13631,18087053
13632,3114437
13633,15661034
13634,26864360
13635,20534992
13636,26406150
13637,23297332
13638,29894989
13639,27859010
13640,30726175
13641,24687960
13642,22847398
13643,10931424
13644,5031586
13645,25323416
13646,23988553
13647,34940402
13648,24320820
13649,19212323
13650,34522772
13651,14504078
13652,15893251
13653,26763365
13654,9354524
13655,30445948
13656,26792794
13657,24927727
13658,25278573
13659,16908934
13660,32522746
13661,17916581
13662,11285979
13663,26394557
13664,12649409
13665,26158891
13666,22281545
13667,6683734
13668,16670626
13669,22249370
13670,7864322
13671,22723494
13672,15150570
13673,23044708
13674,33278141
13675,16374405
13676,21030302
13677,29456757
13678,15737014
13679,25815179
13680,30693117
13681,8786184
13682,12856230
13683,23645094
13684,29453516
13685,29726344
13686,22288973
13687,10765122
13688,24049707
13689,23071856
13690,13406590
13691,27272917
13692,11701590
13693,9128301
13694,13018081
13695,30094170
13696,29119097
13697,21994691
13698,12355377
13699,28404761
13700,27390021
13701,25139076
13702,16625069
13703,21711538
13704,24385223
13705,22228567
13706,24653804
13707,31151957
13708,8930034
13709,19245832
13710,21958764
13711,7763260
13712,23892569
13713,28052128
13714,21900724
13715,24648562
13716,33675012
13717,21209768
13718,18160686
13719,21601488
13720,18483217
13721,34926750
13722,21664002
13723,26713309
13724,23736973
13725,22592152
13726,26856578
13727,32418528
13728,28371314
13729,20484225
13730,2179801
13731,26385211
13732,14527919
13733,25955396
13734,29423285
13735,12456653
13736,9713398
13737,25536132
13738,31882005
13739,31414032
13740,9062417
13741,6295617
13742,16982708
13743,10323155
13744,27834419
13745,27178686
13746,15696574
13747,27684723
13748,25428505
13749,26235008
13750,16364095
13751,23132513
13752,25693580
13753,22357140
13754,33712616
13755,10480427
13756,25976108
13757,27552085
13758,15318951
13759,26391778
13760,19485734
13761,28123193
13762,20096533
13763,28138153
13764,19756353
13765,25019937
13766,25605861
13767,33435268
13768,23328581
13769,7889620
13770,9194118
13771,20015324
13772,15806441
13773,30003097
13774,34179460
13775,27497038
13776,21963262
13777,20249245
13778,32873274
13779,20132077
13780,21528385
13781,28396070
13782,10811152
13783,29212658
13784,24327529
13785,20069124
13786,30018476
13787,25865238
13788,23671155
13789,16469224
13790,23727017
13791,26294992
13792,16415205
13793,33457348
13794,29624847
13795,34522680
13796,9577816
13797,13670140
13798,10079068
13799,30363221
13800,29620011
13801,23840998
13802,15172775
13803,21110512
13804,27372398
13805,32190829
13806,23826463
13807,20632007
13808,30713832
13809,27984768
13810,24392162
13811,1492807
13812,31653270
13813,6437999
13814,11893911
13815,28568317
13816,17984380
13817,23251128
13818,27094327
13819,2422325
13820,28596308
13821,33485845
13822,27251119
13823,27150283
13824,30558558
13825,30464554
13826,19409005
13827,19506068
13828,15602716
13829,26585174
13830,17377035
13831,19433002
13832,18644371
13833,19548375
13834,33233456
13835,31227922
13836,17483053
13837,24210734
13838,782983
13839,24584566
13840,15812458
13841,23542506
13842,32532839
13843,30515606
13844,23539594
13845,21719792
13846,28652663
13847,22285754
13848,12671616
13849,24369077
13850,22336988
13851,14994889
13852,29518976
13853,23321410
13854,32685549
13855,11437044
13856,28083710
13857,33439294
13858,24071953
13859,18455743
13860,1096183
13861,19476464
13862,29742385
13863,21733570
13864,17032395
13865,25317870
13866,10606298
13867,23876598
13868,18590428
13869,9568851
13870,2912297
13871,30587154
13872,29924025
13873,26427406
13874,27904928
13875,24145216
13876,32816849
13877,11127014
13878,34511509
13879,13261066
13880,29226947
13881,24996905
13882,16497232
13883,24536090
13884,12723977
13885,17445690
13886,22623052
13887,31073417
13888,34197463
13889,34326741
13890,24979568
13891,25202366
13892,805182
13893,33173783
13894,11109791
13895,33728224
13896,24843796
13897,20514555
13898,26987995
13899,28105460
13900,12382093
13901,23461074
13902,30922250
13903,23600741
13904,27409658
13905,21303837
13906,25607781
13907,26123418
13908,5665744
13909,25771923
13910,16258379
13911,12200619
13912,7630882
13913,25126472
13914,21548750
13915,28962953
13916,29151076
13917,18157153
13918,26455326
13919,27644547
13920,28052609
13921,34650774
13922,24309662
13923,11794152
13924,10921678
13925,31583684
13926,20305618
13927,11478047
13928,22837785
13929,18190817
13930,11716811
13931,27574175
13932,17277290
13933,30662460
13934,32368090
13935,21220451
13936,27017341
13937,29867599
13938,20525017
13939,25469020
13940,25477417
13941,12050523
13942,26416607
13943,25180777
13944,33916646
13945,3074108
13946,28559945
13947,25643275
13948,32782876
13949,23703578
13950,25988877
13951,18509186
13952,29589061
13953,25398790
13954,18652009
13955,18559122
13956,11156679
13957,32905132
13958,15291727
13959,19931588
13960,22302718
13961,21691246
13962,25606385
13963,21586917
13964,8640223
13965,27721683
13966,19127261
13967,28645592
13968,31001436
13969,26023653
13970,27240808
13971,24295662
13972,22739778
13973,3343667
13974,18594449
13975,21416487
13976,19880497
13977,31806881
13978,25427142
13979,3146293
13980,3524026
13981,29443653
13982,9266264
13983,18844228
13984,22020426
13985,27123152
13986,34177525
13987,21757988
13988,32860505
13989,21285382
13990,26840870
13991,25417114
13992,29368949
13993,30581644
13994,24983833
13995,32892124
13996,34757547
13997,26482474
13998,12135839
13999,23820083
14000,28325298
14001,22050066
14002,23922146
14003,20667117
14004,17114007
14005,27592289
14006,20056836
14007,2646510
14008,21670327
14009,23365458
14010,30972005
14011,25558951
14012,25862874
14013,29967702
14014,30783809
14015,31843771
14016,17681784
14017,24940115
14018,14042944
14019,34858317
14020,12946225
14021,23406912
14022,12531678
14023,14171099
14024,11388092
14025,21790894
14026,33635018
14027,28298998
14028,32327704
14029,20688208
14030,9324032
14031,30648097
14032,28275031
14033,2122666
14034,23964086
14035,13793053
14036,34511976
14037,25107911
14038,21471095
14039,12588441
14040,26417618
14041,10774149
14042,5540835
14043,26474984
14044,26630313
14045,25510941
14046,11117697
14047,23339180
14048,23326202
14049,27658056
14050,17006374
14051,18818947
14052,26875565
14053,10235575
14054,11000593
14055,30787906
14056,11568431
14057,27891445
14058,15356535
14059,20035430
14060,15084573
14061,24867517
14062,12796551
14063,16389186
14064,11558789
14065,27422521
14066,7626145
14067,34314078
14068,29377913
14069,16109376
14070,22337985
14071,32525924
14072,21606254
14073,11448936
14074,20399112
14075,33390498
14076,9106112
14077,28432588
14078,11037190
14079,28130585
14080,19109776
14081,26622287
14082,12910519
14083,20608959
14084,24763994
14085,21345608
14086,8093899
14087,33394376
14088,26429707
14089,17164017
14090,31316523
14091,24726091
14092,33707904
14093,15863289
14094,20121621
14095,22772674
14096,11493294
14097,21411744
14098,34532625
14099,30956837
14100,24860684
14101,12806350
14102,18406681
14103,15481526
14104,32711390
14105,28671664
14106,28900784
14107,8297849
14108,21435221
14109,32948869
14110,18685897
14111,21822206
14112,23814227
14113,31363482
14114,29515431
14115,25671606
14116,7009122
14117,19478256
14118,10971793
14119,26350515
14120,17539844
14121,21397731
14122,16219707
14123,27126039
14124,19561251
14125,21911717
14126,25153538
14127,21265255
14128,2671064
14129,28803710
14130,33380700
14131,23925552
14132,30241469
14133,28604751
14134,19664932
14135,28332112
14136,23756437
14137,30956838
14138,8834582
14139,32200663
14140,18383210
14141,16619583
14142,10853816
14143,27175320
14144,14742303
14145,27179185
14146,28030626
14147,16012214
14148,15728811
14149,31179135
14150,7897707
14151,7906709
14152,11523769
14153,9400824
14154,23438028
14155,20049711
14156,19052566
14157,20729458
14158,8673084
14159,29186896
14160,12391351
14161,15163274
14162,27240885
14163,27156551
14164,15144547
14165,28351934
14166,442382
14167,30736425
14168,23841009
14169,773941
14170,19258916
14171,9598856
14172,18985519
14173,21509547
14174,23114678
14175,25098361
14176,22101430
14177,24099780
14178,7546685
14179,19196447
14180,30621748
14181,31031019
14182,21700590
14183,20885116
14184,23342329
14185,19766473
14186,21325957
14187,24183289
14188,7979666
14189,28939359
14190,34081036
14191,20603012
14192,18453156
14193,11169942
14194,15578405
14195,9240336
14196,20619898
14197,24276097
14198,6067254
14199,22721650
14200,965973
14201,22722952
14202,24586223
14203,29354591
14204,15860289
14205,16919221
14206,11156408
14207,24731076
14208,16866621
14209,21679893
14210,20130272
14211,16808208
14212,17767099
14213,21336310
14214,23823152
14215,19660227
14216,7276670
14217,6629442
14218,20170845
14219,20661173
14220,23579533
14221,18812485
14222,26138519
14223,3195736
14224,10717115
14225,22456369
14226,20934154
14227,19558785
14228,4820982
14229,29991888
14230,26897067
14231,31450861
14232,24059340
14233,23578409
14234,28835673
14235,2416459
14236,34319151
14237,18579806
14238,18809048
14239,29270435
14240,22832859
14241,24427581
14242,11443146
14243,28318881
14244,31548888
14245,15815570
14246,10816321
14247,24552321
14248,31103041
14249,7839977
14250,34932569
14251,11210169
14252,27085692
14253,21830957
14254,24331795
14255,25371080
14256,23213646
14257,28343291
14258,20635175
14259,24455397
14260,26582929
14261,30324052
14262,15972310
14263,29884413
14264,22575676
14265,24472290
14266,19038677
14267,18930036
14268,15557869
14269,12511155
14270,25840084
14271,28487783
14272,2014110
14273,23780408
14274,16988104
14275,21646854
14276,18597850
14277,19929175
14278,7752033
14279,26291008
14280,29098134
14281,34149971
14282,22201145
14283,5771632
14284,21380716
14285,15867775
14286,24892447
14287,25979156
14288,16142663
14289,32859743
14290,8219615
14291,29588994
14292,19615670
14293,25007057
14294,30101062
14295,14615110
14296,19485720
14297,19608099
14298,15942277
14299,19333649
14300,30210750
14301,10747011
14302,26050811
14303,18807109
14304,18310706
14305,28221822
14306,8495322
14307,21470209
14308,23819610
14309,31463180
14310,28151891
14311,9135288
14312,24685327
14313,23916025
14314,8530999
14315,28363838
14316,18983776
14317,2562523
14318,34112197
14319,14902764
14320,32180895
14321,32780611
14322,26476479
14323,31985172
14324,21414082
14325,26666926
14326,17553261
14327,16639327
14328,31072397
14329,32954225
14330,25506508
14331,29281674
14332,20810781
14333,13783504
14334,19505970
14335,16336347
14336,17610252
14337,1218237
14338,12147539
14339,31011079
14340,17064846
14341,10812486
14342,15253188
14343,28540002
14344,7880357
14345,26817790
14346,33935824
14347,15723688
14348,33119872
14349,16699309
14350,23470965
14351,32116502
14352,25452466
14353,23478017
14354,12892393
14355,23824366
14356,21261660
14357,16597666
14358,24337046
14359,24902477
14360,22235177
14361,10528040
14362,23056855
14363,25112227
14364,9768704
14365,15058375
14366,23218404
14367,23043633
14368,25647517
14369,31205990
14370,28230253
14371,20502177
14372,27622997
14373,21813863
14374,34401027
14375,25815238
14376,10088748
14377,32476682
14378,9915368
14379,20056738
14380,23843703
14381,18539674
14382,30415999
14383,26844739
14384,18635491
14385,8408132
14386,2376694
14387,26580322
14388,2660886
14389,21658796
14390,24664476
14391,24715950
14392,25164920
14393,24228726
14394,25540137
14395,16206190
14396,13061310
14397,9553553
14398,17661813
14399,27984321
14400,23558742
14401,31693481
14402,15673803
14403,23092068
14404,12520314
14405,3509749
14406,28049514
14407,25787196
14408,27716444
14409,31001760
14410,14726461
14411,27920282
14412,23297262
14413,32874554
14414,30559713
14415,28132749
14416,17022076
14417,7774886
14418,22077430
14419,26266032
14420,28815929
14421,23810155
14422,3875878
14423,4452695
14424,15507543
14425,23663863
14426,22009853
14427,19199900
14428,32968647
14429,31542097
14430,22833104
14431,25428829
14432,34140046
14433,11155705
14434,31694581
14435,31409060
14436,11380480
14437,27832845
14438,32013121
14439,29134927
14440,30007404
14441,24127483
14442,31080680
14443,28900245
14444,22802323
14445,16087812
14446,8024358
14447,25137144
14448,16794762
14449,20176510
14450,29482086
14451,31623673
14452,26142437
14453,17035274
14454,27510467
14455,17400487
14456,18552475
14457,34183916
14458,19201763
14459,21353983
14460,4835966
14461,27665386
14462,2973528
14463,12149412
14464,27542178
14465,23332916
14466,20174935
14467,8357580
14468,26550226
14469,21339498
14470,27726467
14471,21106012
14472,34234915
14473,12963372
14474,2448062
14475,7016420
14476,1568751
14477,10884067
14478,15041510
14479,17605573
14480,25252137
14481,25779004
14482,22096760
14483,29431699
14484,25922203
14485,34434432
14486,22294065
14487,30521555
14488,28911728
14489,12923358
14490,27893686
14491,11402417
14492,20819405
14493,7992106
14494,24204703
14495,32952878
14496,23995027
14497,28123649
14498,17124608
14499,21904070
14500,15241163
14501,24748144
14502,16041583
14503,28276176
14504,3597777
14505,22335316
14506,7997879
14507,9927971
14508,15118542
14509,29608654
14510,25855605
14511,15961283
14512,28139432
14513,26268531
14514,25051964
14515,28336049
14516,25132471
14517,30997085
14518,27095558
14519,34743186
14520,34225502
14521,29967348
14522,29417954
14523,28113030
14524,23431077
14525,28407634
14526,26219076
14527,30313116
14528,16521260
14529,28861483
14530,25576009
14531,20573927
14532,20698849
14533,16378692
14534,17971833
14535,10835072
14536,30293628
14537,3447015
14538,29946321
14539,30923618
14540,32776570
14541,17481663
14542,15917228
14543,7214359
14544,28391068
14545,2540106
14546,24520327
14547,25623605
14548,24276086
14549,25879343
14550,23100216
14551,11908742
14552,28674737
14553,21105796
14554,31728225
14555,15097141
14556,12368785
14557,24135546
14558,3456348
14559,31909182
14560,12562389
14561,20565829
14562,32984372
14563,28664935
14564,32743516
14565,20175290
14566,20751204
14567,1179332
14568,26974751
14569,10997564
14570,9488621
14571,23724867
14572,21189872
14573,12525465
14574,32181254
14575,28260699
14576,34201558
14577,29258554
14578,28397082
14579,21250807
14580,25588681
14581,28614982
14582,25904300
14583,34649412
14584,21889909
14585,11046162
14586,20403309
14587,2914979
14588,8092592
14589,7799047
14590,8271167
14591,30357068
14592,6176523
14593,1577786
14594,29381932
14595,23766582
14596,27959260
14597,24221465
14598,11481879
14599,20843964
14600,16086574
14601,27668173
14602,28687974
14603,17278949
14604,18504166
14605,9574777
14606,23987150
14607,29287658
14608,16546580
14609,29030285
14610,13218104
14611,27938792
14612,22529883
14613,12902494
14614,32635549
14615,31261634
14616,25918278
14617,21658582
14618,24012614
14619,19328577
14620,31061960
14621,25092772
14622,10968901
14623,34707120
14624,17884058
14625,33672391
14626,16242055
14627,23158522
14628,14551293
14629,34834504
14630,30584530
14631,28332286
14632,26355232
14633,8781705
14634,26190318
14635,32983470
14636,28699927
14637,10737279
14638,20089609
14639,11964638
14640,33681785
14641,25738479
14642,31316854
14643,15701920
14644,1443329
14645,32821340
14646,26654175
14647,30140036
14648,18423306
14649,25083318
14650,22076573
14651,23121588
14652,15034740
14653,15995827
14654,30729059
14655,17667698
14656,26820515
14657,20930653
14658,32375849
14659,27272067
14660,16371535
14661,30216203
14662,28394646
14663,11279730
14664,12893862
14665,30021525
14666,33877073
14667,5134623
14668,24698423
14669,17153907
14670,26560800
14671,7061009
14672,9265676
14673,34255876
14674,25828586
14675,34016943
14676,2509
14677,25450336
14678,25131112
14679,23458568
14680,27016065
14681,27807717
14682,9669341
14683,22802225
14684,30187266
14685,28578431
14686,26730528
14687,30778694
14688,18026865
14689,27282218
14690,10744248
14691,19897578
14692,30102792
14693,17097561
14694,3168597
14695,17968826
14696,21043564
14697,28932039
14698,24200036
14699,20133228
14700,8343870
14701,31367570
14702,12670328
14703,27793879
14704,9426423
14705,23447136
14706,11017804
14707,24633719
14708,19969591
14709,16437571
14710,11771995
14711,17160802
14712,32265737
14713,16172801
14714,24434212
14715,30089453
14716,33140265
14717,6432120
14718,31920274
14719,31464947
14720,28139896
14721,28783719
14722,834778
14723,24416058
14724,32875047
14725,2309761
14726,9518420
14727,17588500
14728,23017519
14729,27853923
14730,21051996
14731,25867939
14732,15529320
14733,24846714
14734,32171414
14735,28127295
14736,12704644
14737,33779029
14738,23054518
14739,24467715
14740,29337235
14741,18626733
14742,10922380
14743,6884053
14744,30474613
14745,14223761
14746,30524912
14747,21699393
14748,26011379
14749,21336874
14750,25476176
14751,29944160
14752,14974825
14753,22118251
14754,26896623
14755,21837671
14756,7626177
14757,29707496
14758,25924855
14759,18535080
14760,1987083
14761,15990160
14762,25960898
14763,24442145
14764,8602509
14765,18842984
14766,32444460
14767,17959722
14768,32153685
14769,15788004
14770,24434361
14771,9554356
14772,31165289
14773,9366670
14774,26133151
14775,32276681
14776,20505833
14777,19622956
14778,8378814
14779,31434865
14780,10585601
14781,28078562
14782,20667122
14783,25809420
14784,7987182
14785,31475455
14786,12608972
14787,27290972
14788,22554690
14789,32326615
14790,28650218
14791,30064379
14792,18197886
14793,33810506
14794,17229773
14795,26330706
14796,34760101
14797,34012899
14798,16685058
14799,15329353
14800,27960197
14801,19673722
14802,33400693
14803,27493988
14804,16495944
14805,32490173
14806,1976956
14807,16536756
14808,20137879
14809,25499374
14810,23628922
14811,10795056
14812,23538291
14813,1975175
14814,27418858
14815,30579340
14816,18721592
14817,9580778
14818,19094816
14819,27258358
14820,33614378
14821,12047438
14822,23478018
14823,18050173
14824,25473036
14825,17035660
14826,16919557
14827,32528726
14828,32727830
14829,26906121
14830,28494518
14831,22552423
14832,23688302
14833,7771622
14834,25785052
14835,16098766
14836,23624918
14837,15085902
14838,23717792
14839,29977636
14840,32503428
14841,28676468
14842,6264813
14843,28575235
14844,12403693
14845,16940445
14846,28278295
14847,21113864
14848,16275524
14849,23709755
14850,17488146
14851,31109382
14852,20299438
14853,11036136
14854,25929432
14855,25913628
14856,25681989
14857,27108270
14858,3139711
14859,32617303
14860,10836293
14861,31275772
14862,21801680
14863,31859354
14864,21515917
14865,26545864
14866,21928702
14867,22369551
14868,19575224
14869,32354031
14870,23819482
14871,20966215
14872,22584759
14873,17047148
14874,22606451
14875,20380535
14876,7358266
14877,20037694
14878,11806981
14879,10935639
14880,28203440
14881,27076588
14882,28861599
14883,24716081
14884,16636130
14885,18593390
14886,15249429
14887,21471405
14888,20693820
14889,15175435
14890,24939043
14891,20032506
14892,32178459
14893,33100777
14894,32049851
14895,21566517
14896,8176018
14897,26934144
14898,34198987
14899,23960870
14900,31611776
14901,22307814
14902,25758904
14903,27768394
14904,28169144
14905,15824336
14906,24227371
14907,23528981
14908,26926680
14909,20570343
14910,22335855
14911,28748871
14912,458828
14913,23806583
14914,21031162
14915,11952300
14916,25501835
14917,30531992
14918,25998716
14919,8129486
14920,18773677
14921,14748801
14922,23182301
14923,33977239
14924,7964939
14925,17448360
14926,30125216
14927,8326488
14928,30642552
14929,24620738
14930,27913483
14931,27401894
14932,26511895
14933,25144893
14934,11002323
14935,24616124
14936,21161253
14937,34737414
14938,10021453
14939,31245206
14940,21464890
14941,34959568
14942,18268174
14943,22835573
14944,32743745
14945,22668447
14946,22133177
14947,26548803
14948,34064691
14949,11819083
14950,11602615
14951,33679585
14952,27224637
14953,33946927
14954,7578759
14955,14592341
14956,22084479
14957,7065949
14958,24386016
14959,34815918
14960,34720988
14961,15545615
14962,16427904
14963,27800289
14964,24687151
14965,23439778
14966,23415013
14967,33424598
14968,22993290
14969,30929312
14970,3812860
14971,1651122
14972,15696045
14973,13851319
14974,19914802
14975,21822592
14976,10585033
14977,19098540
14978,12355139
14979,15899336
14980,9466587
14981,26578640
14982,29763850
14983,23666469
14984,17457172
14985,23271259
14986,14505620
14987,30627451
14988,22068913
14989,18688766
14990,18834672
14991,25647835
14992,17296538
14993,31443880
14994,8994747
14995,8826475
14996,18835968
14997,31639755
14998,31191348
14999,23138652
15000,22466425
15001,27587620
15002,26717231
15003,24252039
15004,16616335
15005,14609593
15006,23522541
15007,9361061
15008,12879313
15009,23929120
15010,31316850
15011,12630642
15012,12618932
15013,1970380
15014,24671739
15015,30299367
15016,10973259
15017,15728315
15018,30339549
15019,745245
15020,27867079
15021,3802445
15022,23977282
15023,32179910
15024,34491478
15025,21364862
15026,30342279
15027,25211133
15028,20569185
15029,23708393
15030,1980569
15031,29452231
15032,1549695
15033,11956407
15034,7611533
15035,27226127
15036,22381091
15037,24985733
15038,30046458
15039,10151024
15040,26137058
15041,28218453
15042,30060213
15043,31114609
15044,30498574
15045,26173146
15046,25023180
15047,29268948
15048,22566562
15049,26845106
15050,29449659
15051,22644309
15052,29580887
15053,33879611
15054,26857383
15055,29336036
15056,33950970
15057,23554190
15058,27134824
15059,28422878
15060,31817921
15061,16364674
15062,1200097
15063,30399511
15064,889044
15065,27101906
15066,32302358
15067,23959263
15068,1360911
15069,29057339
15070,1859320
15071,24150059
15072,30619056
15073,28817827
15074,22388000
15075,1835900
15076,23298678
15077,24663043
15078,33898054
15079,7643887
15080,11279485
15081,19448115
15082,27230620
15083,26485412
15084,2915855
15085,17561987
15086,21884645
15087,20823416
15088,25752243
15089,10653885
15090,17442758
15091,21651767
15092,23946603
15093,16804861
15094,14589240
15095,24095605
15096,21712716
15097,17521611
15098,12006686
15099,22814526
15100,15589308
15101,20978875
15102,2656050
15103,15968234
15104,34401732
15105,26624241
15106,23313952
15107,25270641
15108,25522941
15109,34394357
15110,25224156
15111,32383367
15112,31802263
15113,16620274
15114,31410751
15115,24613439
15116,32050949
15117,18184959
15118,15058526
15119,32604248
15120,31049241
15121,27845235
15122,16794040
15123,19363805
15124,1422475
15125,18053900
15126,17464819
15127,11980682
15128,12591067
15129,23674235
15130,15687141
15131,24504809
15132,26605342
15133,31058037
15134,32598171
15135,31252381
15136,30680086
15137,29688943
15138,29622157
15139,29984128
15140,34366910
15141,30805222
15142,17211180
15143,20519891
15144,31650395
15145,10581027
15146,8032479
15147,27323238
15148,22189614
15149,11182673
15150,30953744
15151,2859694
15152,21615516
15153,18626169
15154,14730298
15155,21455458
15156,15605665
15157,33329983
15158,33564313
15159,14722643
15160,27883986
15161,7898724
15162,16151858
15163,22549842
15164,23583466
15165,11997559
15166,14507895
15167,12727957
15168,8844082
15169,25722049
15170,28686119
15171,14594906
15172,1944717
15173,10693882
15174,24318531
15175,28143815
15176,14507655
15177,28734759
15178,18388051
15179,18611163
15180,27283372
15181,26944378
15182,22038186
15183,16220542
15184,30630459
15185,26226132
15186,23589524
15187,23714842
15188,30637555
15189,26014049
15190,19945597
15191,26868167
15192,18583899
15193,32012072
15194,32547223
15195,847609
15196,2784062
15197,12819732
15198,13177556
15199,30275942
15200,29284248
15201,23028731
15202,28192633
15203,12221424
15204,19904040
15205,15012664
15206,10782363
15207,11461863
15208,26647377
15209,33260490
15210,18671700
15211,15927868
15212,11261513
15213,25889064
15214,19955114
15215,12823678
15216,20483169
15217,24966707
15218,26307025
15219,1919407
15220,15507515
15221,20523084
15222,20146694
15223,3997955
15224,30404607
15225,7572506
15226,13680526
15227,20881577
15228,20674219
15229,907057
15230,21302626
15231,2306690
15232,26943629
15233,29503921
15234,25399552
15235,15082493
15236,24053582
15237,2355235
15238,22150149
15239,25559984
15240,30874935
15241,20156804
15242,25157895
15243,25483150
15244,23276889
15245,9929100
15246,26471383
15247,15936419
15248,20524786
15249,24426187
15250,23394767
15251,23756728
15252,18719071
15253,20818114
15254,15959736
15255,21689130
15256,23042115
15257,31787692
15258,23988138
