,article
4141,26438004
4142,26727957
4143,20835545
4144,28153848
4145,29038724
4146,16961917
4147,29774048
4148,23038999
4149,17086305
4150,21457520
4151,26301094
4152,24172237
4153,24956105
4154,22166113
4155,28273609
4156,26904194
4157,27413690
4158,23272081
4159,30046682
4160,27244249
4161,18955570
4162,29750016
4163,30464472
4164,24887569
4165,24550810
4166,22805416
4167,27004239
4168,26817905
4169,28678834
4170,23759358
4171,27167347
4172,28298431
4173,19470159
4174,29441049
4175,25949269
4176,20856870
4177,11747719
4178,29959430
4179,23349555
4180,28580383
4181,26609667
4182,29489833
4183,28512485
4184,26473652
4185,29851834
4186,23289061
4187,19183751
4188,28458144
4189,29026271
4190,26224210
4191,26465368
4192,24278297
4193,30254289
4194,25945938
4195,24884981
4196,20223039
4197,25197103
4198,29772759
4199,24079517
4200,28422870
4201,27891213
4202,27920583
4203,25134809
4204,20012697
4205,24966656
4206,26109011
4207,28386394
4208,23849062
4209,26208109
4210,29299708
4211,28029715
4212,12527753
4213,27730001
4214,27655114
4215,28070720
4216,28639585
4217,28070710
4218,28138322
4219,23210689
4220,26848392
4221,28045975
4222,25626057
4223,30148199
4224,29435451
4225,24809008
4226,30127251
4227,22952601
4228,26901565
4229,28972988
4230,21985734
4231,27421137
4232,27331139
4233,24825774
4234,27847561
4235,22682420
4236,24648752
4237,18318904
4238,22133204
4239,22427727
4240,23358234
4241,25404353
4242,12921537
4243,27506760
4244,26425726
4245,20711175
4246,27358815
4247,22457667
4248,29696102
4249,25099481
4250,25941568
4251,27730803
4252,29535429
4253,26839771
4254,20066143
4255,28071741
4256,24454971
4257,26225114
4258,30572480
4259,25964888
4260,28868417
4261,26712744
4262,24413064
4263,28299358
4264,26291459
4265,19774166
4266,29181696
4267,22549672
4268,21931759
4269,26405637
4270,26633545
4271,28225998
4272,29263809
4273,27769300
4274,26157463
4275,24855615
4276,26945423
4277,28050333
4278,30671533
4279,29706637
4280,27625940
4281,26158353
4282,25610410
4283,29091800
4284,26300817
4285,22843552
4286,29167691
4287,29160841
4288,22640754
4289,26497495
4290,26236496
4291,26980525
4292,30450358
4293,22991323
4294,28252874
4295,28296747
4296,17980020
4297,25800591
4298,20358026
4299,22828244
4300,29523201
4301,22948490
4302,28946846
4303,26170628
4304,23641736
4305,24680158
4306,29566749
4307,30065160
4308,27231546
4309,27278629
4310,30044388
4311,25938091
4312,29269660
4313,28138432
4314,25398060
4315,21958439
4316,28785335
4317,26763877
4318,25392034
4319,22125753
4320,21192884
4321,26743035
4322,26910454
4323,28821231
4324,28435591
4325,18203189
4326,26771812
4327,23594884
4328,27249072
4329,22000356
4330,29455672
4331,20507748
4332,29165348
4333,29126381
4334,23293774
4335,27178001
4336,22379461
4337,19543487
4338,29719799
4339,25134682
4340,28761290
4341,24779645
4342,27893699
4343,25024164
4344,29740586
4345,27356655
4346,28357169
4347,23869247
4348,28894560
4349,29901607
4350,25884706
4351,21625634
4352,27330950
4353,27256177
4354,17519906
4355,29780039
4356,22214468
4357,20667127
4358,29416431
4359,28396659
4360,24634642
4361,24913350
4362,25293503
4363,29945628
4364,16121380
4365,29970809
4366,27525419
4367,25237409
4368,27390528
4369,27858880
4370,28751748
4371,23269827
4372,26000069
4373,22607610
4374,27621680
4375,26312952
4376,28629126
4377,26527321
4378,27800262
4379,29353553
4380,21776304
4381,27375726
4382,29259936
4383,28723785
4384,28837641
4385,27183098
4386,28660222
4387,18959804
4388,26309450
4389,30633224
4390,19399183
4391,25112957
4392,23006801
4393,19788800
4394,27587936
4395,27090882
4396,29263944
4397,30391735
4398,25247579
4399,29805772
4400,22291785
4401,25516281
4402,25739435
4403,19523314
4404,28321079
4405,25063045
4406,29390331
4407,27074231
4408,28971021
4409,25116239
4410,29379092
4411,29482086
4412,27757584
4413,27684845
4414,25693687
4415,29213485
4416,24886320
4417,30014805
4418,22439108
4419,28143815
4420,29026885
4421,24387189
4422,24886614
4423,23674920
4424,27895413
4425,24155851
4426,30101062
4427,29960865
4428,28278295
4429,26428316
4430,26042019
4431,22637570
4432,23355952
4433,2391360
4434,30235783
4435,28542263
4436,15631625
4437,28616533
4438,28352836
4439,16737547
4440,26295807
4441,24228906
4442,25887804
4443,26744687
4444,28776086
4445,16789820
4446,26327791
4447,23060872
4448,27226888
4449,23837110
4450,27893623
4451,28725126
4452,22590452
4453,29069013
4454,22006582
4455,27824545
4456,24960557
4457,28322313
4458,27922029
4459,28445478
4460,29467886
4461,27461891
4462,25202312
4463,26561300
4464,25386168
4465,24940115
4466,15774072
4467,26631262
4468,23322521
4469,29026886
4470,15340374
4471,23378739
4472,28726628
4473,24471041
4474,30253783
4475,28386526
4476,18039390
4477,28438889
4478,28101140
4479,26647084
4480,22549018
4481,26502444
4482,30626917
4483,28768407
4484,28664022
4485,28854950
4486,26029521
4487,9508772
4488,26389062
4489,20012482
4490,26715333
4491,29636979
4492,27770830
4493,24427320
4494,22066552
4495,27004562
4496,27626165
4497,22347194
4498,27588155
4499,28709050
4500,29566442
4501,26155360
4502,26029015
4503,28983170
4504,28923679
4505,27800254
4506,29760464
4507,18547417
4508,28783929
4509,29867586
4510,28435556
4511,29509716
4512,28533781
4513,30228268
4514,29881377
4515,29682453
4516,29128863
4517,27757335
4518,28058319
4519,26528495
4520,30018543
4521,28827732
4522,25958415
4523,26381760
4524,28280657
4525,26644940
4526,27070380
4527,30668574
4528,28386229
4529,25180686
4530,21533230
4531,17845716
4532,23965844
4533,16494756
4534,27575749
4535,28505080
4536,24201165
4537,25317310
4538,28099328
4539,29018803
4540,26855595
4541,17335582
4542,28809382
4543,29564133
4544,17112371
4545,24228209
4546,29398931
4547,21255461
4548,28418914
4549,24091634
4550,22035192
4551,28380189
4552,26523172
4553,28217371
4554,18214193
4555,22623814
4556,28580203
4557,25217959
4558,25595848
4559,27322623
4560,26568925
4561,16280077
4562,30020930
4563,27175113
4564,29312946
4565,24137471
4566,16426445
4567,22325832
4568,28491978
4569,29946214
4570,28334048
4571,24018094
4572,20463748
4573,28775677
4574,27408659
4575,25623605
4576,29398575
4577,29359117
4578,29802220
4579,26336474
4580,24004821
4581,20548948
4582,24920928
4583,29766135
4584,16696863
4585,26674278
4586,11076718
4587,29564342
4588,19679613
4589,26001648
4590,26196440
4591,22002489
4592,29503529
4593,25485098
4594,23822763
4595,29145277
4596,17575505
4597,25719418
4598,28784104
4599,29178913
4600,24367680
4601,29456239
4602,28478773
4603,27095319
4604,29317666
4605,20840769
4606,9376260
4607,30769831
4608,28296749
4609,23946918
4610,27748650
4611,23011134
4612,29437877
4613,28492010
4614,26937644
4615,26594353
4616,24959211
4617,28271053
4618,23781135
4619,30250837
4620,27066823
4621,19918439
4622,28655976
4623,28638987
4624,28970828
4625,28720798
4626,28005225
4627,20556434
4628,28878311
4629,29276709
4630,28489825
4631,27854229
4632,26758680
4633,30275942
4634,23152723
4635,28503306
4636,23622814
4637,24807239
4638,27124066
4639,27283993
4640,21223537
4641,28056880
4642,25705216
4643,29597274
4644,30453917
4645,29227857
4646,25733152
4647,29403440
4648,28551484
4649,23657134
4650,29490701
4651,29426293
4652,23356216
4653,28652964
4654,30510637
4655,20210989
4656,27683791
4657,28593073
4658,25587356
4659,25663880
4660,25232837
4661,28541635
4662,20967226
4663,24213224
4664,23056405
4665,26043139
4666,22403606
4667,26237479
4668,26185421
4669,28852425
4670,28231310
4671,22163003
4672,30538628
4673,24886523
4674,23807834
4675,25735936
4676,27151266
4677,24447458
4678,27955657
4679,29209924
4680,21666687
4681,27903264
4682,28585095
4683,28400924
4684,26885343
4685,29388632
4686,16709359
4687,26935270
4688,27442604
4689,27247514
4690,25888291
4691,28273607
4692,26822379
4693,30045318
4694,26228216
4695,22800119
4696,28631088
4697,28228726
4698,29599667
4699,30246738
4700,22527578
4701,28942460
4702,30100909
4703,27057842
4704,25071825
4705,20830194
4706,26995437
4707,28665402
4708,22826540
4709,28123530
4710,26780741
4711,30202019
4712,28296581
4713,29110656
4714,27239624
4715,29036783
4716,16479253
4717,23888367
4718,28067910
4719,20449655
4720,24744848
4721,25395908
4722,23685749
4723,26137463
4724,27314757
4725,18215315
4726,30364767
4727,25136336
4728,28736430
4729,24313647
4730,24992469
4731,26559290
4732,26495161
4733,14993253
4734,25120493
4735,28078313
4736,22905074
4737,23755245
4738,22927729
4739,17485257
4740,26288749
4741,18478114
4742,26693330
4743,27445824
4744,26812667
4745,26571382
4746,29312837
4747,28898794
4748,26357618
4749,25212771
4750,21453522
4751,21562755
4752,29371525
4753,21911322
4754,29142145
4755,26418737
4756,16185353
4757,24401667
4758,28529557
4759,27846276
4760,25764117
4761,26958083
4762,26141243
4763,12930555
4764,26052483
4765,22695953
4766,24379029
4767,29863129
4768,22848469
4769,28622372
4770,26263451
4771,28081121
4772,21171991
4773,29026588
4774,24829703
4775,23899023
4776,21566691
4777,30766537
4778,26266344
4779,28272164
4780,20587179
4781,26385462
4782,16712713
4783,26204829
4784,24803570
4785,27661036
4786,29895817
4787,24899394
4788,25526444
4789,24083471
4790,25761109
4791,29507751
4792,29357948
4793,28157192
4794,27594937
4795,27074275
4796,23185251
4797,29338765
4798,27827359
4799,25943885
4800,21801642
4801,16390547
4802,28680218
4803,19820896
4804,22262474
4805,25426549
4806,28073343
4807,25883536
4808,22192682
4809,29489646
4810,29416716
4811,30202734
4812,26469001
4813,25527860
4814,28242755
4815,22236411
4816,30506261
4817,26387913
4818,25205547
4819,24600627
4820,22291729
4821,29046787
4822,27716384
4823,27411704
4824,28930849
4825,23758837
4826,25566092
4827,26247933
4828,21418635
4829,25075137
4830,20549087
4831,26813118
4832,20607019
4833,27434135
4834,26209359
4835,29053637
4836,30233316
4837,27920856
4838,28496375
4839,22322507
4840,29089827
4841,27342992
4842,27849517
4843,29381979
4844,26877968
4845,26904942
4846,26744691
4847,23468598
4848,28201995
4849,21249153
4850,26313767
4851,27307899
4852,23958111
4853,23128913
4854,27572321
4855,28883241
4856,29456860
4857,29093773
4858,26793583
4859,26313666
4860,26780744
4861,28584297
4862,29623110
4863,29441206
4864,22291465
4865,27721929
4866,18606002
4867,24050410
4868,10503775
4869,28827404
4870,25052238
4871,25914823
4872,20519609
4873,28400867
4874,25187723
4875,18068815
4876,29980179
4877,30200143
4878,23173119
4879,23277808
4880,21120165
4881,22590492
4882,24592322
4883,29332936
4884,28335429
4885,24077239
4886,28779354
4887,28213805
4888,29045405
4889,22272800
4890,23637631
4891,30477121
4892,27644547
4893,25408859
4894,19956475
4895,26037112
4896,26003405
4897,28003805
4898,28615034
4899,24285961
4900,26103620
4901,29329521
4902,26683938
4903,29911161
4904,30758675
4905,27134524
4906,22761769
4907,16153259
4908,24217254
4909,24495742
4910,27252863
4911,25874452
4912,25530324
4913,29371924
4914,22204662
4915,27747777
4916,25231061
4917,26512614
4918,30464554
4919,24475907
4920,24404386
4921,24358171
4922,28550094
4923,27015184
4924,27279226
4925,22889306
4926,15554289
4927,26986103
4928,20630065
4929,22919583
4930,23763890
4931,25747471
4932,28379661
4933,26831554
4934,23730306
4935,23860537
4936,27806987
4937,28490892
4938,29426307
4939,23785561
4940,23484020
4941,24130688
4942,24810660
4943,16736201
4944,23330042
4945,20799989
4946,24180710
4947,24664634
4948,24207015
4949,30551554
4950,26281849
4951,21092213
4952,26183461
4953,30310716
4954,28540221
4955,25614765
4956,23819008
4957,19250521
4958,25110940
4959,24578862
4960,24797171
4961,27760692
4962,26089633
4963,18593459
4964,22260418
4965,29240780
4966,22583833
4967,29067952
4968,29016998
4969,24146692
4970,28831437
4971,28327187
4972,29394264
4973,25929927
4974,30210750
4975,28181551
4976,27838532
4977,23905044
4978,21342333
4979,28416821
4980,10646879
4981,26559274
4982,30042702
4983,21479535
4984,27292285
4985,30700474
4986,25561948
4987,25142438
4988,27144203
4989,29304823
4990,20098750
4991,29162083
4992,27784002
4993,30190486
4994,24446523
4995,25395928
4996,20195903
4997,19430560
4998,24732158
4999,25473071
5000,21985738
5001,27853078
5002,22226320
5003,26560824
5004,25701547
5005,25031823
5006,23483204
5007,21289968
5008,21143983
5009,24106537
5010,21176147
5011,23620759
5012,26998186
5013,19888225
5014,29388618
5015,28754144
5016,25512753
5017,30400337
5018,21431467
5019,24407923
5020,21234256
5021,22953285
5022,25729613
5023,22470365
5024,30192751
5025,26587135
5026,18196404
5027,10511523
5028,29770141
5029,27199901
5030,27451976
5031,29777761
5032,18728707
5033,28427368
5034,27004180
5035,24069298
5036,29263894
5037,28757752
5038,24252588
5039,18601739
5040,27196463
5041,23573337
5042,23637627
5043,24403967
5044,20727136
5045,28854411
5046,29975754
5047,28862698
5048,25474477
5049,17252294
5050,28180090
5051,26755686
5052,27699405
5053,27830071
5054,30042807
5055,1556154
5056,24922534
5057,28672966
5058,29398933
5059,26288612
5060,29520296
5061,29951947
5062,28579606
5063,23372918
5064,28070480
5065,21874000
5066,29202845
5067,28560307
5068,23717723
5069,24116065
5070,30546293
5071,24319635
5072,26317216
5073,26923792
5074,17076561
5075,24090000
5076,27872837
5077,23824673
5078,27621540
5079,28781814
5080,28058023
5081,29378768
5082,26226137
5083,23383864
5084,15882451
5085,24620738
5086,27852436
5087,28676014
5088,20028502
5089,25621995
5090,26297675
5091,26336485
5092,24103466
5093,22516948
5094,25078286
5095,28413689
5096,30578449
5097,26585170
5098,27310825
5099,28883959
5100,24250660
5101,26870127
5102,18765061
5103,27847733
5104,26868940
5105,24821131
5106,26810195
5107,24475083
5108,23982688
5109,28500486
5110,23514342
5111,29633750
5112,23701347
5113,27855238
5114,27610613
5115,30045329
5116,27113444
5117,26005571
5118,24586772
5119,26834864
5120,22462806
5121,23675541
5122,29946154
5123,25960862
5124,28458311
5125,25364275
5126,28798906
5127,29062232
5128,29744303
5129,24294950
5130,28936212
5131,20462442
5132,26666259
5133,27896269
5134,25469083
5135,27010542
5136,27977575
5137,30611272
5138,24884581
5139,22284844
5140,27703435
5141,24966796
5142,28289393
5143,21452290
5144,30531992
5145,29706705
5146,27495096
5147,25233227
5148,27274160
5149,17553271
5150,27716353
5151,29934921
5152,18371229
5153,27336882
5154,10610204
5155,29515565
5156,22269280
5157,22571819
5158,27896201
5159,29997517
5160,22829878
5161,20049078
5162,28238116
5163,28680503
5164,24731174
5165,26136832
5166,26949403
5167,21331281
5168,26870243
5169,20012068
5170,23514634
5171,17958891
5172,27532864
5173,28827517
5174,17576444
5175,29854879
5176,25860212
5177,22355740
5178,20691089
5179,27186586
5180,23470960
5181,29564309
5182,28611889
5183,29926323
5184,22695946
5185,23022726
5186,27744666
5187,22031286
5188,24289720
5189,20431734
5190,19500382
5191,28149477
5192,25487289
5193,24511344
5194,28620499
5195,28927821
5196,20658024
5197,16953450
5198,29636822
5199,25097719
5200,24842670
5201,27893674
5202,19649486
5203,29109544
5204,22231002
5205,26871470
5206,28496094
5207,30271855
5208,23754879
5209,23350004
5210,24884607
5211,27082237
5212,28178431
5213,26870174
5214,30756053
5215,24966731
5216,28116329
5217,23130251
5218,19830091
5219,24509812
5220,16437342
5221,27668730
5222,25162509
5223,25520834
5224,30018906
5225,21492438
5226,27248996
5227,25613730
5228,24278060
5229,28594835
5230,9667683
5231,27779215
5232,23519268
5233,22248307
5234,23077552
5235,27843374
5236,27368010
5237,30612580
5238,27847577
5239,25242942
5240,30678268
5241,25009661
5242,30027439
5243,29930615
5244,28060325
5245,26471730
5246,26389007
5247,17603888
5248,28702316
5249,15834987
5250,29020118
5251,28585546
5252,30408740
5253,18325251
5254,27657046
5255,29753277
5256,19705254
5257,26174320
5258,30561405
5259,22347314
5260,26788458
5261,28222796
5262,24047561
5263,26890305
5264,26789255
5265,28923026
5266,21483760
5267,27567654
5268,24445167
5269,26369563
5270,27495303
5271,29119329
5272,29375515
5273,27826457
5274,29466852
5275,24326120
5276,19718525
5277,29555955
5278,22516301
5279,28301535
5280,24988441
5281,24959701
5282,28187756
5283,22720837
5284,27184120
5285,25999799
5286,28938698
5287,29487716
5288,24393333
5289,23989431
5290,17511870
5291,25992139
5292,28702302
5293,29464312
5294,25540594
5295,27698815
5296,21904607
5297,26913199
5298,27574444
5299,28191110
5300,25409031
5301,29072998
5302,25558327
5303,27158440
5304,24720422
5305,22807325
5306,29263967
5307,23830188
5308,27512857
5309,8956805
5310,27438202
5311,27262348
5312,22532777
5313,27578854
5314,28943914
5315,16800899
5316,18636273
5317,21124783
5318,25673951
5319,30233740
5320,26445491
5321,23613876
5322,28942224
5323,28058067
5324,23736036
5325,25198431
5326,22022212
5327,27391391
5328,22715347
5329,28191313
5330,27639996
5331,24626423
5332,26643918
5333,8645577
5334,28721057
5335,21415587
5336,24553516
5337,28626420
5338,25653611
5339,23806117
5340,28906339
5341,25811928
5342,25904398
5343,22708012
5344,27504264
5345,29527097
5346,20179705
5347,19089494
5348,27780934
5349,25098796
5350,27622138
5351,19348700
5352,19351263
5353,27751278
5354,16193356
5355,28178974
5356,25636745
5357,29058663
5358,16916463
5359,29302409
5360,28302137
5361,24885875
5362,28461937
5363,23372556
5364,20981102
5365,22069708
5366,23131225
5367,28881773
5368,21508015
5369,20181242
5370,16965632
5371,22937030
5372,25211133
5373,25603901
5374,26157899
5375,30370204
5376,23648064
5377,26804478
5378,25331719
5379,28773311
5380,28885581
5381,28232747
5382,29259713
5383,25622516
5384,28860711
5385,27141248
5386,29709925
5387,26849801
5388,29435340
5389,21963515
5390,27228299
5391,25290267
5392,22731987
5393,25276333
5394,28662711
5395,29877217
5396,29124006
5397,23708187
5398,29227991
5399,23974872
5400,20946682
5401,26744646
5402,23112948
5403,25729722
5404,30642290
5405,28529201
5406,21293730
5407,24504018
5408,28467440
5409,18704458
5410,30356867
5411,23109812
5412,28420841
5413,19633710
5414,18523517
5415,28913504
5416,28740350
5417,23722938
5418,26695755
5419,28422850
5420,22924120
5421,26011379
5422,30258511
5423,26269958
5424,24066938
5425,25437612
5426,29503570
5427,27014553
5428,26673881
5429,24047502
5430,28960037
5431,27043686
5432,11747738
5433,29226302
5434,18217559
5435,28439501
5436,22180268
5437,23786965
5438,26816757
5439,5778789
5440,29513785
5441,24669124
5442,28704254
5443,21179536
5444,27898983
5445,27195699
5446,26034711
5447,24905409
5448,28506916
5449,29362629
5450,18418554
5451,21139939
5452,27431293
5453,18495035
5454,28246512
5455,23324497
5456,24551881
5457,11388763
5458,23730262
5459,26842342
5460,28630944
5461,23542698
5462,28540002
5463,27316971
5464,24374844
5465,30762091
5466,28211921
5467,23087558
5468,25886997
5469,24722620
5470,28458900
5471,23591833
5472,22802852
5473,27759636
5474,20021660
5475,29184782
5476,24910754
5477,17616025
5478,28347320
5479,28205540
5480,26504884
5481,20733033
5482,25374515
5483,27088817
5484,22551456
5485,19436626
5486,25083363
5487,26246830
5488,28367300
5489,9876663
5490,26794909
5491,26109841
5492,25323921
5493,28228745
5494,29389937
5495,27222682
5496,29526945
5497,29804231
5498,26432245
5499,27226428
5500,28785100
5501,29268568
5502,30101100
5503,22998683
5504,28783921
5505,22379457
5506,25435907
5507,24870942
5508,12967496
5509,28292129
5510,28520707
5511,27025287
5512,29677134
5513,27802824
5514,20145730
5515,24252324
5516,23826453
5517,24278891
5518,25949903
5519,30390121
5520,26067991
5521,29238301
5522,19664211
5523,24708634
5524,22642880
5525,22114553
5526,27821124
5527,29225694
5528,21892274
5529,29090128
5530,26627999
5531,29019893
5532,23471004
5533,21629191
5534,29492170
5535,21533184
5536,25950689
5537,22100031
5538,27684811
5539,27313985
5540,21738161
5541,27459979
5542,27725539
5543,27655830
5544,22260904
5545,27123152
5546,23316264
5547,23573208
5548,22505958
5549,29971018
5550,17353925
5551,28445539
5552,10604732
5553,24467816
5554,26099252
5555,27708425
5556,27902730
5557,19822006
5558,26605364
5559,26257827
5560,19138400
5561,27956844
5562,29204339
5563,23658492
5564,30384449
5565,26357591
5566,27408610
5567,29455775
5568,17436129
5569,27746632
5570,24884681
5571,11334833
5572,28412978
5573,30064120
5574,28409093
5575,27784971
5576,22838180
5577,28337175
5578,18082016
5579,29058585
5580,27148246
5581,21575275
5582,29578120
5583,29409536
5584,29031177
5585,25598931
5586,29402070
5587,27092496
5588,28197218
5589,28051122
5590,23396560
5591,20957191
5592,28451812
5593,25897241
5594,24132290
5595,27375623
5596,25913680
5597,27240858
5598,24891338
5599,26151844
5600,27649693
5601,23131076
5602,26753840
5603,28538374
5604,25376790
5605,27631024
5606,29503919
5607,20565829
5608,28842844
5609,25941795
5610,28894450
5611,30475223
5612,25949815
5613,14519255
5614,18309693
5615,17986328
5616,21765475
5617,25375118
5618,28473803
5619,29017523
5620,23898377
5621,29604530
5622,22307434
5623,26877978
5624,30234115
5625,26612856
5626,24198608
5627,25398374
5628,26796331
5629,25967554
5630,23946920
5631,23787115
5632,24791135
5633,28465633
5634,21321535
5635,23176563
5636,15225363
5637,24714150
5638,23675804
5639,28970558
5640,29137014
5641,25025865
5642,25968078
5643,24618564
5644,15834985
5645,27867379
5646,27350946
5647,24470885
5648,29770875
5649,28674835
5650,30101168
5651,27537500
5652,26448182
5653,28567333
5654,21251322
5655,26909283
5656,20614197
5657,24649215
5658,29419700
5659,20081859
5660,29305644
5661,28649403
5662,19668445
5663,17299393
5664,17547743
5665,30683113
5666,27260152
5667,28243339
5668,28446958
5669,25435365
5670,26356690
5671,28854767
5672,25258505
5673,27903299
5674,25914554
5675,22239907
5676,26715863
5677,18510682
5678,29186896
5679,26283544
5680,24152537
5681,15187996
5682,22783519
5683,25709503
5684,24324904
5685,27533474
5686,22444252
5687,24077912
5688,27907129
5689,24244780
5690,25044999
5691,28473717
5692,29225328
5693,28088934
5694,25387009
5695,26091235
5696,25477751
5697,29180859
5698,28127387
5699,23186897
5700,21762573
5701,28819593
5702,21235776
5703,27047771
5704,30249813
5705,29344464
5706,29279511
5707,30519027
5708,20593022
5709,18304370
5710,23914838
5711,25273618
5712,23345197
5713,28445294
5714,28484453
5715,23847654
5716,24378738
5717,27354931
5718,27982294
5719,27572897
5720,26971195
5721,28050005
5722,25653732
5723,25889144
5724,30034635
5725,26263394
5726,26492930
5727,29462123
5728,20454499
5729,24578924
5730,12493078
5731,28811927
5732,30728774
5733,17187683
5734,24942066
5735,22460646
5736,25853131
5737,28050006
5738,29732024
5739,25874378
5740,25428505
5741,23717798
5742,29484512
5743,19399233
5744,24595959
5745,26526500
5746,21752254
5747,24963350
5748,21572705
5749,27004094
5750,28572876
5751,26530129
5752,26834544
5753,29435338
5754,25972800
5755,28045063
5756,28883857
5757,24455396
5758,27137908
5759,26719716
5760,17076895
5761,24421992
5762,29742478
5763,28853819
5764,27258933
5765,21383975
5766,25935556
5767,21693053
5768,26958329
5769,27846819
5770,26404352
5771,29370149
5772,27800541
5773,28684557
5774,23151669
5775,26673666
5776,24498979
5777,21589844
5778,28913313
5779,28115960
5780,27138798
5781,28983872
5782,29259972
5783,25394127
5784,25830993
5785,27588206
5786,22419370
5787,15829201
5788,23061803
5789,27874832
5790,28886113
5791,25860208
5792,28029662
5793,24251245
5794,26522270
5795,28682308
5796,24904570
5797,26908514
5798,28984775
5799,27857025
5800,14676458
5801,26230489
5802,27101868
5803,28348795
5804,25758134
5805,26793485
5806,28057968
5807,26288737
5808,25324843
5809,26166588
5810,30351999
5811,19936195
5812,28250884
5813,29872715
5814,29404659
5815,26653698
5816,26609279
5817,25678918
5818,18299646
5819,17987215
5820,28347356
5821,30324104
5822,27338827
5823,28785416
5824,27021643
5825,28127295
5826,28078203
5827,28522574
5828,26913271
5829,19089213
5830,23190897
5831,28924002
5832,27217820
5833,16891802
5834,29315304
5835,24145697
5836,22737049
5837,19523315
5838,23700391
5839,28130585
5840,28353560
5841,24935963
5842,22358457
5843,22708085
5844,26810196
5845,22085750
5846,29115977
5847,22832859
5848,29610617
5849,28326303
5850,30302308
5851,27620657
5852,23577079
5853,30631243
5854,25290385
5855,26042411
5856,25403823
5857,28651522
5858,24421913
5859,24885375
5860,20148115
5861,26157952
5862,23743760
5863,16362648
5864,26166597
5865,29577037
5866,30404625
5867,26496033
5868,20553586
5869,28928422
5870,29456757
5871,29487577
5872,25918565
5873,24555756
5874,27672628
5875,28420421
5876,26135651
5877,29254254
5878,28567236
5879,25991948
5880,23227160
5881,22586419
5882,29263659
5883,17020619
5884,16969049
5885,25576958
5886,20237798
5887,29880020
5888,24321194
5889,23181900
5890,23497492
5891,27274255
5892,21308162
5893,26567099
5894,27578385
5895,21781317
5896,23317714
5897,21386976
5898,27910931
5899,23783513
5900,25511186
5901,21290179
5902,22259257
5903,22461932
5904,26825984
5905,29596405
5906,24972667
5907,30275987
5908,25405070
5909,27271047
5910,24905245
5911,18667063
5912,28388591
5913,26309342
5914,29043147
5915,29376922
5916,28096698
5917,21308550
5918,28851320
5919,27746442
5920,28884104
5921,27460500
5922,29225271
5923,28061462
5924,24614100
5925,28749998
5926,30442171
5927,20694796
5928,24098143
5929,26651032
5930,23968896
5931,27896126
5932,30488019
5933,24765308
5934,27641243
5935,28694781
5936,27026923
5937,14880228
5938,21738809
5939,21914172
5940,30212975
5941,23521917
5942,23734143
5943,26036928
5944,24122348
5945,27922005
5946,23656607
5947,28352753
5948,29043964
5949,30666833
5950,29849960
5951,26793524
5952,25120433
5953,27721629
5954,22960745
5955,18978936
5956,26973324
5957,22546221
5958,21560015
5959,27193529
5960,29033544
5961,27015182
5962,22760926
5963,15496250
5964,30377338
5965,22807640
5966,27475116
5967,29057215
5968,27386002
5969,28457795
5970,28459076
5971,28956363
5972,24552144
5973,29281674
5974,24765284
5975,27582044
5976,23196318
5977,23497296
5978,12498649
5979,23131900
5980,27716242
5981,27580029
5982,12777182
5983,28420160
5984,20062780
5985,28009001
5986,27220682
5987,29794143
5988,26135505
5989,25197551
5990,27895625
5991,26647210
5992,25939061
5993,17222339
5994,26482257
5995,30391737
5996,11178230
5997,21333186
5998,25879697
5999,22393333
6000,26512582
6001,30367748
6002,28828332
6003,24377654
6004,28953671
6005,30407338
6006,25089160
6007,29037194
6008,26751736
6009,29403448
6010,23505587
6011,28572608
6012,29698486
6013,30065502
6014,24317723
6015,9493849
6016,21985727
6017,24278289
6018,26855937
6019,28832565
6020,22925201
6021,23743365
6022,23577673
6023,26359487
6024,26296545
6025,29467580
6026,27576444
6027,29747448
6028,28690745
6029,28348979
6030,26034932
6031,19753282
6032,22675538
6033,29934758
6034,30282422
6035,28533669
6036,27536166
6037,20422030
6038,27824051
6039,19881081
6040,26543809
6041,27123049
6042,29321406
6043,17114072
6044,17372669
6045,27270401
6046,19859541
6047,16318720
6048,23612750
6049,28768967
6050,28437671
6051,26725043
6052,29966951
6053,23056891
6054,22643517
6055,27529611
6056,28743274
6057,28096904
6058,26251677
6059,19287537
6060,28045139
6061,25409901
6062,26353767
6063,27858375
6064,23232398
6065,25709366
6066,22375711
6067,20075151
6068,19152683
6069,22806448
6070,24335779
6071,25634185
6072,26823635
6073,20589192
6074,28526004
6075,27462566
6076,28591231
6077,26561391
6078,27482127
6079,30357068
6080,26949457
6081,29988943
6082,24452054
6083,29049277
6084,27602180
6085,26943575
6086,24600203
6087,29179815
6088,25328392
6089,22773933
6090,30268120
6091,26366103
6092,17598890
6093,25964835
6094,18577988
6095,18852993
6096,28224100
6097,16677376
6098,26469909
6099,20653964
6100,28086978
6101,27398119
6102,29713911
6103,24655406
6104,24115955
6105,28954743
6106,23547796
6107,16274483
6108,26903795
6109,17052327
6110,28530671
6111,16909131
6112,24459541
6113,26386552
6114,26055425
6115,28637487
6116,24267870
6117,24995464
6118,23782739
6119,27920987
6120,28192899
6121,26196285
6122,28489736
6123,27646154
6124,22355513
6125,28193241
6126,29476680
6127,25296354
6128,26287414
6129,26411267
6130,24917710
6131,29203159
6132,28111465
6133,29062858
6134,26792201
6135,25755887
6136,24477263
6137,27613297
6138,28486486
6139,25361008
